"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Launch Statistics","Waves Per SM","","711.62",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Max Active Clusters","cluster","0",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Max Cluster Size","block","8",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Overall GPU Occupancy","%","0",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Cluster Occupancy","%","0",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Block Limit Barriers","","32",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Block Limit SM","block","32",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Block Limit Registers","block","6",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Block Limit Shared Mem","block","32",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Block Limit Warps","block","8",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Theoretical Active Warps per SM","warp","48",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Theoretical Occupancy","%","75",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Achieved Occupancy","%","59.28",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","Achieved Active Warps Per SM","warp","37.94",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (75.0%) and measured achieved occupancy (59.3%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","global","20.96"
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Occupancy","","","","TheoreticalOccupancy","OPT","The 12.00 theoretical warps per scheduler this kernel can issue according to its occupancy are below the hardware maximum of 16. This kernel's theoretical occupancy (75.0%) is limited by the number of required registers.","global","22.29"
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","8768502.33",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","541612032",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","6615020.12",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","882897732",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","7391783.14",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","705889632",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Average MC Channel Active Cycles","","n/a",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Total MC Channel Elapsed Cycles","","n/a",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","6615020.12",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","882897732",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","6630756.28",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","3531590928",
"0","237635","a.out","127.0.0.1","calc_physical_quantities_calc_quantities_t_3d_100","1","7","(32, 4, 2)","(17, 129, 257)","0","9.0","Source Counters","Branch Instructions Ratio","%","0.06",
